URUN_KODU;TARIH;MIKTAR
URUN-22;2017-08-01;164
URUN-22;2017-09-01;0
URUN-22;2017-10-01;102
URUN-22;2017-11-01;0
URUN-22;2017-12-01;234
URUN-22;2018-01-01;306
URUN-22;2018-02-01;750
URUN-22;2018-03-01;774
URUN-22;2018-04-01;2790
URUN-22;2018-05-01;1626
URUN-22;2018-06-01;3534
URUN-22;2018-07-01;1932
URUN-22;2018-08-01;1572
URUN-22;2018-09-01;1344
URUN-22;2018-10-01;5442
URUN-22;2018-11-01;462
URUN-22;2018-12-01;1032
URUN-23;2015-03-01;243250
URUN-23;2015-04-01;329750
URUN-23;2015-05-01;55750
URUN-23;2015-06-01;95250
URUN-23;2015-07-01;55750
URUN-23;2015-08-01;127000
URUN-23;2015-09-01;30250
URUN-23;2015-10-01;46000
URUN-23;2015-11-01;136000
URUN-23;2015-12-01;113750
URUN-23;2016-01-01;64000
URUN-23;2016-02-01;119500
URUN-23;2016-03-01;67250
URUN-23;2016-04-01;281000
URUN-23;2016-05-01;203500
URUN-23;2016-06-01;38250
URUN-23;2016-07-01;290250
URUN-23;2016-08-01;3000
URUN-23;2016-09-01;94250
URUN-23;2016-10-01;150500
URUN-23;2016-11-01;95000
URUN-23;2016-12-01;93250
URUN-23;2017-01-01;144500
URUN-23;2017-02-01;98250
URUN-23;2017-03-01;76250
URUN-23;2017-04-01;232500
URUN-23;2017-05-01;220024
URUN-23;2017-06-01;80750
URUN-23;2017-07-01;100250
URUN-23;2017-08-01;91500
URUN-23;2017-09-01;14750
URUN-23;2017-10-01;37250
URUN-23;2017-11-01;110000
URUN-23;2017-12-01;37250
URUN-23;2018-01-01;15000
URUN-23;2018-02-01;108500
URUN-23;2018-03-01;176250
URUN-23;2018-04-01;10500
URUN-23;2018-05-01;36000
URUN-23;2018-06-01;13750
URUN-23;2018-07-01;44500
URUN-23;2018-08-01;314000
URUN-23;2018-09-01;129750
URUN-23;2018-10-01;112500
URUN-23;2018-11-01;105500
URUN-23;2018-12-01;0
URUN-24;2015-03-01;218750
URUN-24;2015-04-01;102250
URUN-24;2015-05-01;28000
URUN-24;2015-06-01;51500
URUN-24;2015-07-01;44000
URUN-24;2015-08-01;57000
URUN-24;2015-09-01;30500
URUN-24;2015-10-01;40000
URUN-24;2015-11-01;20000
URUN-24;2015-12-01;73500
URUN-24;2016-01-01;40000
URUN-24;2016-02-01;90250
URUN-24;2016-03-01;69750
URUN-24;2016-04-01;184500
URUN-24;2016-05-01;107000
URUN-24;2016-06-01;81000
URUN-24;2016-07-01;90500
URUN-24;2016-08-01;3000
URUN-24;2016-09-01;41500
URUN-24;2016-10-01;105750
URUN-24;2016-11-01;43000
URUN-24;2016-12-01;14000
URUN-24;2017-01-01;10250
URUN-24;2017-02-01;65000
URUN-24;2017-03-01;60750
URUN-24;2017-04-01;115500
URUN-24;2017-05-01;54266
URUN-24;2017-06-01;21250
URUN-24;2017-07-01;70250
URUN-24;2017-08-01;52000
URUN-24;2017-09-01;14000
URUN-24;2017-10-01;48250
URUN-24;2017-11-01;57750
URUN-24;2017-12-01;38250
URUN-24;2018-01-01;10000
URUN-24;2018-02-01;10500
URUN-24;2018-03-01;159250
URUN-24;2018-04-01;500
URUN-24;2018-05-01;29000
URUN-24;2018-06-01;2000
URUN-24;2018-07-01;34500
URUN-24;2018-08-01;211000
URUN-24;2018-09-01;78250
URUN-24;2018-10-01;97000
URUN-24;2018-11-01;70500
URUN-24;2018-12-01;0
URUN-25;2015-03-01;250
URUN-25;2015-04-01;3500
URUN-25;2015-05-01;2000
URUN-25;2015-06-01;4250
URUN-25;2015-07-01;0
URUN-25;2015-08-01;6000
URUN-25;2015-09-01;250
URUN-25;2015-10-01;500
URUN-25;2015-11-01;4250
URUN-25;2015-12-01;3250
URUN-25;2016-01-01;5750
URUN-25;2016-02-01;2125
URUN-25;2016-03-01;750
URUN-25;2016-04-01;750
URUN-25;2016-05-01;250
URUN-25;2016-06-01;0
URUN-25;2016-07-01;3750
URUN-25;2016-08-01;750
URUN-25;2016-09-01;3000
URUN-25;2016-10-01;1500
URUN-25;2016-11-01;4750
URUN-25;2016-12-01;250
URUN-25;2017-01-01;1000
URUN-25;2017-02-01;3125
URUN-25;2017-03-01;2375
URUN-25;2017-04-01;2125
URUN-25;2017-05-01;2500
URUN-25;2017-06-01;0
URUN-25;2017-07-01;3000
URUN-25;2017-08-01;5000
URUN-25;2017-09-01;125
URUN-25;2017-10-01;875
URUN-25;2017-11-01;1000
URUN-25;2017-12-01;0
URUN-25;2018-01-01;250
URUN-25;2018-02-01;3750
URUN-25;2018-03-01;3375
URUN-25;2018-04-01;500
URUN-25;2018-05-01;2000
URUN-25;2018-06-01;0
URUN-25;2018-07-01;500
URUN-25;2018-08-01;500
URUN-25;2018-09-01;2500
URUN-25;2018-10-01;2000
URUN-25;2018-11-01;2000
URUN-25;2018-12-01;0
URUN-26;2015-03-01;8250
URUN-26;2015-04-01;2500
URUN-26;2015-05-01;3250
URUN-26;2015-06-01;13250
URUN-26;2015-07-01;1250
URUN-26;2015-08-01;8000
URUN-26;2015-09-01;1500
URUN-26;2015-10-01;1500
URUN-26;2015-11-01;14750
URUN-26;2015-12-01;6000
URUN-26;2016-01-01;9250
URUN-26;2016-02-01;10250
URUN-26;2016-03-01;1000
URUN-26;2016-04-01;7500
URUN-26;2016-05-01;1000
URUN-26;2016-06-01;10750
URUN-26;2016-07-01;6250
URUN-26;2016-08-01;750
URUN-26;2016-09-01;16250
URUN-26;2016-10-01;0
URUN-26;2016-11-01;4000
URUN-26;2016-12-01;2750
URUN-26;2017-01-01;10500
URUN-26;2017-02-01;7500
URUN-26;2017-03-01;7250
URUN-26;2017-04-01;17000
URUN-26;2017-05-01;3750
URUN-26;2017-06-01;4000
URUN-26;2017-07-01;32250
URUN-26;2017-08-01;5750
URUN-26;2017-09-01;7750
URUN-26;2017-10-01;4250
URUN-26;2017-11-01;14500
URUN-26;2017-12-01;14000
URUN-26;2018-01-01;3500
URUN-26;2018-02-01;0
URUN-26;2018-03-01;1250
URUN-26;2018-04-01;0
URUN-26;2018-05-01;250
URUN-26;2018-06-01;3750
URUN-26;2018-07-01;11250
URUN-26;2018-08-01;5750
URUN-26;2018-09-01;4250
URUN-26;2018-10-01;9000
URUN-26;2018-11-01;1000
URUN-26;2018-12-01;0
URUN-27;2015-03-01;6500
URUN-27;2015-04-01;27250
URUN-27;2015-05-01;4750
URUN-27;2015-06-01;3250
URUN-27;2015-07-01;2750
URUN-27;2015-08-01;2000
URUN-27;2015-09-01;250
URUN-27;2015-10-01;750
URUN-27;2015-11-01;3250
URUN-27;2015-12-01;8250
URUN-27;2016-01-01;1500
URUN-27;2016-02-01;3750
URUN-27;2016-03-01;3250
URUN-27;2016-04-01;16500
URUN-27;2016-05-01;15500
URUN-27;2016-06-01;20500
URUN-27;2016-07-01;6000
URUN-27;2016-08-01;0
URUN-27;2016-09-01;5000
URUN-27;2016-10-01;8000
URUN-27;2016-11-01;1500
URUN-27;2016-12-01;2000
URUN-27;2017-01-01;8500
URUN-27;2017-02-01;6250
URUN-27;2017-03-01;4500
URUN-27;2017-04-01;15750
URUN-27;2017-05-01;20000
URUN-27;2017-06-01;250
URUN-27;2017-07-01;3000
URUN-27;2017-08-01;0
URUN-27;2017-09-01;1000
URUN-27;2017-10-01;2000
URUN-27;2017-11-01;4750
URUN-27;2017-12-01;750
URUN-27;2018-01-01;0
URUN-27;2018-02-01;2000
URUN-27;2018-03-01;3000
URUN-27;2018-04-01;0
URUN-27;2018-05-01;1000
URUN-27;2018-06-01;7000
URUN-27;2018-07-01;6000
URUN-27;2018-08-01;2000
URUN-27;2018-09-01;9000
URUN-27;2018-10-01;2500
URUN-27;2018-11-01;5000
URUN-27;2018-12-01;0
URUN-28;2015-03-01;72
URUN-28;2015-04-01;2328
URUN-28;2015-05-01;1176
URUN-28;2015-06-01;1128
URUN-28;2015-07-01;528
URUN-28;2015-08-01;13944
URUN-28;2015-09-01;144
URUN-28;2015-10-01;240
URUN-28;2015-11-01;1920
URUN-28;2015-12-01;3120
URUN-28;2016-01-01;456
URUN-28;2016-02-01;192
URUN-28;2016-03-01;456
URUN-28;2016-04-01;1536
URUN-28;2016-05-01;24
URUN-28;2016-06-01;11232
URUN-28;2016-07-01;168
URUN-28;2016-08-01;72
URUN-28;2016-09-01;24
URUN-28;2016-10-01;0
URUN-28;2016-11-01;1080
URUN-28;2016-12-01;72
URUN-28;2017-01-01;0
URUN-28;2017-02-01;240
URUN-28;2017-03-01;72
URUN-28;2017-04-01;24
URUN-28;2017-05-01;72
URUN-28;2017-06-01;168
URUN-28;2017-07-01;168
URUN-28;2017-08-01;0
URUN-28;2017-09-01;24
URUN-28;2017-10-01;48
URUN-28;2017-11-01;336
URUN-28;2017-12-01;384
URUN-28;2018-01-01;96
URUN-28;2018-02-01;168
URUN-28;2018-03-01;216
URUN-28;2018-04-01;144
URUN-28;2018-05-01;0
URUN-28;2018-06-01;192
URUN-28;2018-07-01;120
URUN-28;2018-08-01;24
URUN-28;2018-09-01;216
URUN-28;2018-10-01;168
URUN-28;2018-11-01;336
URUN-28;2018-12-01;0
URUN-29;2015-03-01;6750
URUN-29;2015-04-01;1007
URUN-29;2015-05-01;49125
URUN-29;2015-06-01;18375
URUN-29;2015-07-01;12000
URUN-29;2015-08-01;31375
URUN-29;2015-09-01;19750
URUN-29;2015-10-01;42500
URUN-29;2015-11-01;33375
URUN-29;2015-12-01;18750
URUN-29;2016-01-01;18732
URUN-29;2016-02-01;17254
URUN-29;2016-03-01;250
URUN-29;2016-04-01;750
URUN-29;2016-05-01;7182
URUN-29;2016-06-01;13138
URUN-29;2016-07-01;16875
URUN-29;2016-08-01;3125
URUN-29;2016-09-01;625
URUN-29;2016-10-01;144750
URUN-29;2016-11-01;0
URUN-29;2016-12-01;1250
URUN-29;2017-01-01;59004
URUN-29;2017-02-01;34841
URUN-29;2017-03-01;15752
URUN-29;2017-04-01;5000
URUN-29;2017-05-01;2250
URUN-29;2017-06-01;46256
URUN-29;2017-07-01;25750
URUN-29;2017-08-01;33250
URUN-29;2017-09-01;7625
URUN-29;2017-10-01;750
URUN-29;2017-11-01;43768
URUN-29;2017-12-01;17498
URUN-29;2018-01-01;26000
URUN-29;2018-02-01;15750
URUN-29;2018-03-01;6879
URUN-29;2018-04-01;37624
URUN-29;2018-05-01;30375
URUN-29;2018-06-01;4371
URUN-29;2018-07-01;42622
URUN-29;2018-08-01;40000
URUN-29;2018-09-01;10501
URUN-29;2018-10-01;28010
URUN-29;2018-11-01;8250
URUN-29;2018-12-01;6880
URUN-30;2018-03-01;13400
URUN-30;2018-04-01;6700
URUN-30;2018-05-01;20300
URUN-30;2018-06-01;39400
URUN-30;2018-07-01;25900
URUN-30;2018-08-01;19650
URUN-30;2018-09-01;22600
URUN-30;2018-10-01;118950
URUN-30;2018-11-01;106250
URUN-30;2018-12-01;14900
URUN-31;2018-03-01;5784
URUN-31;2018-04-01;144
URUN-31;2018-05-01;11880
URUN-31;2018-06-01;6504
URUN-31;2018-07-01;2328
URUN-31;2018-08-01;13585
URUN-31;2018-09-01;9612
URUN-31;2018-10-01;9336
URUN-31;2018-11-01;16200
URUN-31;2018-12-01;672
URUN-32;2018-03-01;18888
URUN-32;2018-04-01;129360
URUN-32;2018-05-01;157632
URUN-32;2018-06-01;103811
URUN-32;2018-07-01;128011
URUN-32;2018-08-01;124807
URUN-32;2018-09-01;131393
URUN-32;2018-10-01;137650
URUN-32;2018-11-01;159469
URUN-32;2018-12-01;89628
URUN-33;2018-03-01;51948
URUN-33;2018-04-01;173304
URUN-33;2018-05-01;156767
URUN-33;2018-06-01;152321
URUN-33;2018-07-01;183358
URUN-33;2018-08-01;171853
URUN-33;2018-09-01;193701
URUN-33;2018-10-01;174044
URUN-33;2018-11-01;191232
URUN-33;2018-12-01;123814
URUN-34;2018-05-01;45084
URUN-34;2018-06-01;45060
URUN-34;2018-07-01;49104
URUN-34;2018-08-01;36289
URUN-34;2018-09-01;1259
URUN-34;2018-10-01;19488
URUN-34;2018-11-01;1786
URUN-34;2018-12-01;8703
URUN-35;2015-03-01;328590
URUN-35;2015-04-01;234343
URUN-35;2015-05-01;350404
URUN-35;2015-06-01;344068
URUN-35;2015-07-01;247508
URUN-35;2015-08-01;397018
URUN-35;2015-09-01;555332
URUN-35;2015-10-01;503759
URUN-35;2015-11-01;359505
URUN-35;2015-12-01;301126
URUN-35;2016-01-01;343309
URUN-35;2016-02-01;179365
URUN-35;2016-03-01;439164
URUN-35;2016-04-01;408325
URUN-35;2016-05-01;341777
URUN-35;2016-06-01;316157
URUN-35;2016-07-01;198399
URUN-35;2016-08-01;425463
URUN-35;2016-09-01;329440
URUN-35;2016-10-01;373602
URUN-35;2016-11-01;291462
URUN-35;2016-12-01;568744
URUN-35;2017-01-01;1430184
URUN-35;2017-02-01;253323
URUN-35;2017-03-01;259158
URUN-35;2017-04-01;375858
URUN-35;2017-05-01;298821
URUN-35;2017-06-01;304276
URUN-35;2017-07-01;411275
URUN-35;2017-08-01;310624
URUN-35;2017-09-01;341060
URUN-35;2017-10-01;359688
URUN-35;2017-11-01;285367
URUN-35;2017-12-01;373849
URUN-35;2018-01-01;234899
URUN-35;2018-02-01;254211
URUN-35;2018-03-01;191775
URUN-35;2018-04-01;240851
URUN-35;2018-05-01;221660
URUN-35;2018-06-01;93850
URUN-35;2018-07-01;271650
URUN-35;2018-08-01;245998
URUN-35;2018-09-01;82600
URUN-35;2018-10-01;147308
URUN-35;2018-11-01;93550
URUN-35;2018-12-01;74425
URUN-36;2016-06-01;4530
URUN-36;2016-07-01;432
URUN-36;2016-08-01;0
URUN-36;2016-09-01;220
URUN-36;2016-10-01;1938
URUN-36;2016-11-01;2070
URUN-36;2016-12-01;2650
URUN-36;2017-01-01;413
URUN-36;2017-02-01;11443
URUN-36;2017-03-01;19967
URUN-36;2017-04-01;4008
URUN-36;2017-05-01;11241
URUN-36;2017-06-01;12672
URUN-36;2017-07-01;4760
URUN-36;2017-08-01;5230
URUN-36;2017-09-01;15781
URUN-36;2017-10-01;11964
URUN-36;2017-11-01;5601
URUN-36;2017-12-01;13176
URUN-36;2018-01-01;5640
URUN-36;2018-02-01;8504
URUN-36;2018-03-01;10231
URUN-36;2018-04-01;13265
URUN-36;2018-05-01;12892
URUN-36;2018-06-01;8563
URUN-36;2018-07-01;12264
URUN-36;2018-08-01;13487
URUN-36;2018-09-01;15864
URUN-36;2018-10-01;10969
URUN-36;2018-11-01;10081
URUN-36;2018-12-01;4764
URUN-37;2016-06-01;6612
URUN-37;2016-07-01;1260
URUN-37;2016-08-01;0
URUN-37;2016-09-01;5680
URUN-37;2016-10-01;0
URUN-37;2016-11-01;5180
URUN-37;2016-12-01;3939
URUN-37;2017-01-01;3004
URUN-37;2017-02-01;18820
URUN-37;2017-03-01;26202
URUN-37;2017-04-01;21773
URUN-37;2017-05-01;7136
URUN-37;2017-06-01;2936
URUN-37;2017-07-01;14003
URUN-37;2017-08-01;9620
URUN-37;2017-09-01;16168
URUN-37;2017-10-01;3766
URUN-37;2017-11-01;9175
URUN-37;2017-12-01;12456
URUN-37;2018-01-01;11167
URUN-37;2018-02-01;10092
URUN-37;2018-03-01;12824
URUN-37;2018-04-01;22480
URUN-37;2018-05-01;44649
URUN-37;2018-06-01;15132
URUN-37;2018-07-01;20133
URUN-37;2018-08-01;23258
URUN-37;2018-09-01;32608
URUN-37;2018-10-01;17537
URUN-37;2018-11-01;7635
URUN-37;2018-12-01;5749
URUN-38;2015-03-01;5520959
URUN-38;2015-04-01;5043112
URUN-38;2015-05-01;5460501
URUN-38;2015-06-01;4735100
URUN-38;2015-07-01;3644772
URUN-38;2015-08-01;5486870
URUN-38;2015-09-01;2544350
URUN-38;2015-10-01;5079640
URUN-38;2015-11-01;5884978
URUN-38;2015-12-01;4482710
URUN-38;2016-01-01;5169220
URUN-38;2016-02-01;4678750
URUN-38;2016-03-01;2606350
URUN-38;2016-04-01;3725718
URUN-38;2016-05-01;5848542
URUN-38;2016-06-01;8534320
URUN-38;2016-07-01;4178850
URUN-38;2016-08-01;5684000
URUN-38;2016-09-01;4401080
URUN-38;2016-10-01;6114500
URUN-38;2016-11-01;7371610
URUN-38;2016-12-01;4759300
URUN-38;2017-01-01;11343227
URUN-38;2017-02-01;4705950
URUN-38;2017-03-01;5977650
URUN-38;2017-04-01;8162570
URUN-38;2017-05-01;4449600
URUN-38;2017-06-01;2261420
URUN-38;2017-07-01;2960407
URUN-38;2017-08-01;4611760
URUN-38;2017-09-01;5070310
URUN-38;2017-10-01;3284089
URUN-38;2017-11-01;4196297
URUN-38;2017-12-01;4517451
URUN-38;2018-01-01;4384450
URUN-38;2018-02-01;5409500
URUN-38;2018-03-01;3339000
URUN-38;2018-04-01;4761000
URUN-38;2018-05-01;3512200
URUN-38;2018-06-01;1856400
URUN-38;2018-07-01;4510800
URUN-38;2018-08-01;2853200
URUN-38;2018-09-01;3546100
URUN-38;2018-10-01;3485020
URUN-38;2018-11-01;2727211
URUN-38;2018-12-01;1758100
URUN-39;2015-03-01;5375
URUN-39;2015-04-01;10250
URUN-39;2015-05-01;8250
URUN-39;2015-06-01;11375
URUN-39;2015-07-01;5875
URUN-39;2015-08-01;9875
URUN-39;2015-09-01;7875
URUN-39;2015-10-01;7500
URUN-39;2015-11-01;4250
URUN-39;2015-12-01;13750
URUN-39;2016-01-01;2750
URUN-39;2016-02-01;500
URUN-39;2016-03-01;7375
URUN-39;2016-04-01;13000
URUN-39;2016-05-01;5875
URUN-39;2016-06-01;500
URUN-39;2016-07-01;10875
URUN-39;2016-08-01;7500
URUN-39;2016-09-01;16250
URUN-39;2016-10-01;13125
URUN-39;2016-11-01;9750
URUN-39;2016-12-01;6875
URUN-39;2017-01-01;45000
URUN-39;2017-02-01;8750
URUN-39;2017-03-01;13500
URUN-39;2017-04-01;10375
URUN-39;2017-05-01;17377
URUN-39;2017-06-01;11000
URUN-39;2017-07-01;11000
URUN-39;2017-08-01;21250
URUN-39;2017-09-01;28625
URUN-39;2017-10-01;2000
URUN-39;2017-11-01;12750
URUN-39;2017-12-01;26375
URUN-39;2018-01-01;31750
URUN-39;2018-02-01;19000
URUN-39;2018-03-01;38500
URUN-39;2018-04-01;53125
URUN-39;2018-05-01;134750
URUN-39;2018-06-01;16875
URUN-39;2018-07-01;39500
URUN-39;2018-08-01;23750
URUN-39;2018-09-01;42125
URUN-39;2018-10-01;42375
URUN-39;2018-11-01;39000
URUN-39;2018-12-01;36375
URUN-40;2015-12-01;2606
URUN-40;2016-01-01;5778
URUN-40;2016-02-01;3342
URUN-40;2016-03-01;2166
URUN-40;2016-04-01;2689
URUN-40;2016-05-01;4894
URUN-40;2016-06-01;2385
URUN-40;2016-07-01;3266
URUN-40;2016-08-01;5204
URUN-40;2016-09-01;12514
URUN-40;2016-10-01;22035
URUN-40;2016-11-01;6156
URUN-40;2016-12-01;2237
URUN-40;2017-01-01;3873
URUN-40;2017-02-01;5200
URUN-40;2017-03-01;6893
URUN-40;2017-04-01;16768
URUN-40;2017-05-01;4492
URUN-40;2017-06-01;2674
URUN-40;2017-07-01;7761
URUN-40;2017-08-01;0
URUN-40;2017-09-01;869
URUN-40;2017-10-01;6868
URUN-40;2017-11-01;0
URUN-40;2017-12-01;1721
URUN-40;2018-01-01;4901
URUN-40;2018-02-01;2921
URUN-40;2018-03-01;1243
URUN-40;2018-04-01;1537
URUN-40;2018-05-01;2052
URUN-40;2018-06-01;2829
URUN-40;2018-07-01;4537
URUN-40;2018-08-01;6819
URUN-40;2018-09-01;5218
URUN-40;2018-10-01;4456
URUN-40;2018-11-01;2974
URUN-40;2018-12-01;1348
URUN-41;2015-05-01;303
URUN-41;2015-06-01;1765
URUN-41;2015-07-01;2745
URUN-41;2015-08-01;2326
URUN-41;2015-09-01;872
URUN-41;2015-10-01;2034
URUN-41;2015-11-01;1499
URUN-41;2015-12-01;1787
URUN-41;2016-01-01;1200
URUN-41;2016-02-01;2290
URUN-41;2016-03-01;2949
URUN-41;2016-04-01;3069
URUN-41;2016-05-01;2442
URUN-41;2016-06-01;1790
URUN-41;2016-07-01;1841
URUN-41;2016-08-01;4024
URUN-41;2016-09-01;3201
URUN-41;2016-10-01;4361
URUN-41;2016-11-01;4011
URUN-41;2016-12-01;2673
URUN-41;2017-01-01;3261
URUN-41;2017-02-01;2373
URUN-41;2017-03-01;2491
URUN-41;2017-04-01;5081
URUN-41;2017-05-01;2513
URUN-41;2017-06-01;1954
URUN-41;2017-07-01;3378
URUN-41;2017-08-01;1299
URUN-41;2017-09-01;2990
URUN-41;2017-10-01;892
URUN-41;2017-11-01;0
URUN-41;2017-12-01;1040
URUN-41;2018-01-01;2288
URUN-41;2018-02-01;1767
URUN-41;2018-03-01;1159
URUN-41;2018-04-01;1098
URUN-41;2018-05-01;1461
URUN-41;2018-06-01;1082
URUN-41;2018-07-01;589
URUN-41;2018-08-01;1323
URUN-41;2018-09-01;2810
URUN-41;2018-10-01;1660
URUN-41;2018-11-01;2984
URUN-41;2018-12-01;2211
URUN-42;2015-03-01;16125
URUN-42;2015-04-01;12534
URUN-42;2015-05-01;26825
URUN-42;2015-06-01;14523
URUN-42;2015-07-01;18394
URUN-42;2015-08-01;26012
URUN-42;2015-09-01;11974
URUN-42;2015-10-01;18846
URUN-42;2015-11-01;11414
URUN-42;2015-12-01;11027
URUN-42;2016-01-01;39625
URUN-42;2016-02-01;14483
URUN-42;2016-03-01;12585
URUN-42;2016-04-01;13975
URUN-42;2016-05-01;23123
URUN-42;2016-06-01;5450
URUN-42;2016-07-01;2462
URUN-42;2016-08-01;30975
URUN-42;2016-09-01;5826
URUN-42;2016-10-01;9896
URUN-42;2016-11-01;2252
URUN-42;2016-12-01;1799
URUN-42;2017-01-01;9974
URUN-42;2017-02-01;22650
URUN-42;2017-03-01;10756
URUN-42;2017-04-01;10425
URUN-42;2017-05-01;5268
URUN-42;2017-06-01;10000
URUN-42;2017-07-01;9252
URUN-42;2017-08-01;11081
URUN-42;2017-09-01;5925
URUN-42;2017-10-01;2903
URUN-42;2017-11-01;9104
URUN-42;2017-12-01;7736
URUN-42;2018-01-01;9296
URUN-42;2018-02-01;7919
URUN-42;2018-03-01;9048
URUN-42;2018-04-01;4163
URUN-42;2018-05-01;9950
URUN-42;2018-06-01;2225
URUN-42;2018-07-01;3700
URUN-42;2018-08-01;3748
URUN-42;2018-09-01;1475
URUN-42;2018-10-01;997
URUN-42;2018-11-01;2202
URUN-42;2018-12-01;2169
URUN-43;2015-03-01;1146921
URUN-43;2015-04-01;1585564
URUN-43;2015-05-01;490724
URUN-43;2015-06-01;526135
URUN-43;2015-07-01;376535
URUN-43;2015-08-01;953625
URUN-43;2015-09-01;552596
URUN-43;2015-10-01;731625
URUN-43;2015-11-01;556745
URUN-43;2015-12-01;668165
URUN-43;2016-01-01;649691
URUN-43;2016-02-01;751892
URUN-43;2016-03-01;450335
URUN-43;2016-04-01;836375
URUN-43;2016-05-01;486798
URUN-43;2016-06-01;776000
URUN-43;2016-07-01;560125
URUN-43;2016-08-01;502550
URUN-43;2016-09-01;497470
URUN-43;2016-10-01;475159
URUN-43;2016-11-01;683280
URUN-43;2016-12-01;1171119
URUN-43;2017-01-01;1140351
URUN-43;2017-02-01;1426637
URUN-43;2017-03-01;1740807
URUN-43;2017-04-01;1066875
URUN-43;2017-05-01;1591486
URUN-43;2017-06-01;1314829
URUN-43;2017-07-01;1478310
URUN-43;2017-08-01;1750001
URUN-43;2017-09-01;992890
URUN-43;2017-10-01;632015
URUN-43;2017-11-01;1047242
URUN-43;2017-12-01;570155
URUN-43;2018-01-01;1389750
URUN-43;2018-02-01;1012879
URUN-43;2018-03-01;1594639
URUN-43;2018-04-01;1395076
URUN-43;2018-05-01;2506172
URUN-43;2018-06-01;1745782
URUN-43;2018-07-01;1778750
URUN-43;2018-08-01;1432916
URUN-43;2018-09-01;564914
URUN-43;2018-10-01;1215696
URUN-43;2018-11-01;445286
URUN-43;2018-12-01;363936
URUN-44;2015-10-01;250
URUN-44;2015-11-01;250
URUN-44;2015-12-01;125
URUN-44;2016-01-01;2000
URUN-44;2016-02-01;778
URUN-44;2016-03-01;1250
URUN-44;2016-04-01;750
URUN-44;2016-05-01;3381
URUN-44;2016-06-01;1000
URUN-44;2016-07-01;2625
URUN-44;2016-08-01;3625
URUN-44;2016-09-01;4125
URUN-44;2016-10-01;2879
URUN-44;2016-11-01;250
URUN-44;2016-12-01;125
URUN-44;2017-01-01;4750
URUN-44;2017-02-01;3750
URUN-44;2017-03-01;8138
URUN-44;2017-04-01;1500
URUN-44;2017-05-01;6275
URUN-44;2017-06-01;2132
URUN-44;2017-07-01;2875
URUN-44;2017-08-01;2131
URUN-44;2017-09-01;1750
URUN-44;2017-10-01;7375
URUN-44;2017-11-01;1295
URUN-44;2017-12-01;3250
URUN-44;2018-01-01;4875
URUN-44;2018-02-01;5625
URUN-44;2018-03-01;6500
URUN-44;2018-04-01;2000
URUN-44;2018-05-01;8256
URUN-44;2018-06-01;3626
URUN-44;2018-07-01;3875
URUN-44;2018-08-01;4254
URUN-44;2018-09-01;7133
URUN-44;2018-10-01;131
URUN-44;2018-11-01;471
URUN-44;2018-12-01;1510
URUN-45;2015-03-01;1833171
URUN-45;2015-04-01;470773
URUN-45;2015-05-01;268207
URUN-45;2015-06-01;352333
URUN-45;2015-07-01;282410
URUN-45;2015-08-01;739125
URUN-45;2015-09-01;433717
URUN-45;2015-10-01;641875
URUN-45;2015-11-01;502523
URUN-45;2015-12-01;514790
URUN-45;2016-01-01;407322
URUN-45;2016-02-01;582060
URUN-45;2016-03-01;327036
URUN-45;2016-04-01;569375
URUN-45;2016-05-01;382184
URUN-45;2016-06-01;551000
URUN-45;2016-07-01;467044
URUN-45;2016-08-01;379624
URUN-45;2016-09-01;340243
URUN-45;2016-10-01;404901
URUN-45;2016-11-01;477372
URUN-45;2016-12-01;568631
URUN-45;2017-01-01;379222
URUN-45;2017-02-01;527084
URUN-45;2017-03-01;610227
URUN-45;2017-04-01;612247
URUN-45;2017-05-01;713134
URUN-45;2017-06-01;677988
URUN-45;2017-07-01;421875
URUN-45;2017-08-01;575151
URUN-45;2017-09-01;113600
URUN-45;2017-10-01;105750
URUN-45;2017-11-01;289711
URUN-45;2017-12-01;118872
URUN-45;2018-01-01;208875
URUN-45;2018-02-01;157000
URUN-45;2018-03-01;197566
URUN-45;2018-04-01;412881
URUN-45;2018-05-01;460364
URUN-45;2018-06-01;320491
URUN-45;2018-07-01;115805
URUN-45;2018-08-01;128879
URUN-45;2018-09-01;144625
URUN-45;2018-10-01;59410
URUN-45;2018-11-01;77269
URUN-45;2018-12-01;69762
URUN-46;2015-03-01;87125
URUN-46;2015-04-01;8500
URUN-46;2015-05-01;41125
URUN-46;2015-06-01;26000
URUN-46;2015-07-01;24750
URUN-46;2015-08-01;28000
URUN-46;2015-09-01;22982
URUN-46;2015-10-01;40625
URUN-46;2015-11-01;8125
URUN-46;2015-12-01;60750
URUN-46;2016-01-01;52891
URUN-46;2016-02-01;31000
URUN-46;2016-03-01;25875
URUN-46;2016-04-01;74375
URUN-46;2016-05-01;24486
URUN-46;2016-06-01;62125
URUN-46;2016-07-01;29625
URUN-46;2016-08-01;19625
URUN-46;2016-09-01;14250
URUN-46;2016-10-01;9750
URUN-46;2016-11-01;26758
URUN-46;2016-12-01;109750
URUN-46;2017-01-01;47500
URUN-46;2017-02-01;80875
URUN-46;2017-03-01;76250
URUN-46;2017-04-01;50000
URUN-46;2017-05-01;23379
URUN-46;2017-06-01;27625
URUN-46;2017-07-01;25000
URUN-46;2017-08-01;42250
URUN-46;2017-09-01;35125
